qid,question,gold,pred,scorex,scorey
"5711163bb654c5140001fb16","What French City was New Rochelle named after?","La Rochelle","La Rochelle",1.000000,1.000000
"5711163bb654c5140001fb17","What is the name of the third, permanent Huguenot church in New Rochelle?","Trinity-St. Paul's Episcopal Church","Trinity-St. Paul's Episcopal Church",1.000000,1.000000
"5ad2615ed7d075001a429018","Who named "Bauffet's Point" at Davenports Neck?","","Huguenots",0.000000,0.000000
"5ad2615ed7d075001a429019","How much land did the Lord of Pelham Manor, John Pell. own in total in North America?","","six thousand one hundred acres",0.000000,0.000000
"5ad2615ed7d075001a42901a","Whose decision was it to name the new town New Rochelle?","","John Pell",0.000000,0.000000
"5ad2615ed7d075001a42901b","How far is it from Davenports Neck to New Rochelle?","","twenty-three miles",0.000000,0.000000
"5ad2615ed7d075001a42901c","What was the name of the first wooden church built in New Rochelle?","","A small wooden church",0.000000,0.000000
"57111713a58dae1900cd6c00","How did Huguenots evolve their religious beliefs in the New World?","affiliated with other Protestant denominations","The Huguenots adapted quickly and often married outside their immediate French communities",0.000000,0.000000
"57111713a58dae1900cd6c01","How were Huguenot settlers assimilated into North American society at large?","married outside their immediate French communities","The Huguenots adapted quickly and often married outside their immediate French communities",0.000000,0.952381
"57111713a58dae1900cd6c02","Who was one prominent Huguenot-descended arms manufacturer?","E.I. du Pont","E.I. du Pont",1.000000,1.000000
"57111713a58dae1900cd6c03","For how long did Huguenots continue to use French names?","into the nineteenth century","well into the nineteenth century",1.000000,1.000000
"57111713a58dae1900cd6c04","What was the name of du Pont's gunpowder operation?","Eleutherian gunpowder mills","Eleutherian gunpowder mills",1.000000,1.000000
"5ad264d7d7d075001a429174","In what century was Eleutherian gunpowder mills founded?","","nineteenth century",0.000000,0.000000
"5ad264d7d7d075001a429175","What were Protestant's contributions to the United State economic life?","","merchants and artisans",0.000000,0.000000
"5ad264d7d7d075001a429176","What nationality was Lavoisier?","","French",0.000000,0.000000
"5ad264d7d7d075001a429177","How did Huguenots hold onto some of their religious beliefs over the years?","","The Huguenots adapted quickly and often married outside their immediate French communities",0.000000,0.000000
"571117d4a58dae1900cd6c0a","Who was a prominent Huguenot in Holland?","Pierre Bayle","Pierre Bayle",1.000000,1.000000
"571117d4a58dae1900cd6c0b","Where did he begin teaching?","Rotterdam","Rotterdam",1.000000,1.000000
"571117d4a58dae1900cd6c0c","What books did Bayle publish?","Historical and Critical Dictionary","Historical and Critical Dictionary",1.000000,1.000000
"571117d4a58dae1900cd6c0d","These books became a foundational text for what library?","US Library of Congress","US Library of Congress",1.000000,1.000000
"571117d4a58dae1900cd6c0e","Who is the patron saint of the Huguenots?","Saint Nicolas","Nicolas",0.000000,0.666667
"5ad26acad7d075001a42932a","How many months did it take Pierre Bayle to write his multi-volume series Historical and Critical Dictionary?","","Sint Nicolaas",0.000000,0.000000
"5ad26acad7d075001a42932b","How many French family names are commonly used in the Netherlands?","","Dutch given names",0.000000,0.000000
"5ad26acad7d075001a42932c","Is Saint Nicolas or Sint Nicolaas celebrated earlier in the year in the Netherlands?","","Sint Nicolaas",0.000000,0.000000
"5ad26acad7d075001a42932d","How many volumes is Historical and Critical Dictionary?","","multi",0.000000,0.000000
"57111992b654c5140001fb43","What early Huguenot Church was established in England?","The French Protestant Church of London","French Protestant Church of London",1.000000,1.000000
"57111992b654c5140001fb44","When was the charter for this church signed?","1550","1550",1.000000,1.000000
"57111992b654c5140001fb45","What is the present-day location of this church?","Soho Square","Soho Square",1.000000,1.000000
"57111992b654c5140001fb46","What London neighborhood attracted Huguenot refugees?","Shoreditch","Shoreditch",1.000000,1.000000
"57111992b654c5140001fb47","When was the Old Truman Brewery founded?","1724","1724",1.000000,1.000000
"5ad26dbcd7d075001a4293d4","In what year did Huguenot refugees first start to move to London?","","1550",0.000000,0.000000
"5ad26dbcd7d075001a4293d5","In what year did the Black Eagle Brewery change its name to Old Truman Brewery?","","1724",0.000000,0.000000
"5ad26dbcd7d075001a4293d6","What Huguenot church was established in Norwich?","","French Protestant Church of London",0.000000,0.000000
"5ad26dbcd7d075001a4293d7","How much of London's populace became immigrants?","","a third",0.000000,0.000000
"5ad26dbcd7d075001a4293d8","In what year did Huguenot refugees first settle in Norwich?","","1724",0.000000,0.000000
"57111ab8a58dae1900cd6c3c","What protestant religions made Northern European counties safe for Huguenot immigration?","Lutheran and Reformed","Lutheran and Reformed",1.000000,1.000000
"57111ab8a58dae1900cd6c3d","Which areas of Northern Europe practiced those religions?","Germany and Scandinavia","Germany and Scandinavia",1.000000,1.000000
"57111ab8a58dae1900cd6c3e","What proclamation gave Huguenots special privileges in Brandenburg?","Edict of Potsdam","Edict of Potsdam",1.000000,1.000000
"57111ab8a58dae1900cd6c3f","What dual titles did Frederick William hold?","Elector of Brandenburg and Duke of Prussia","Elector of Brandenburg and Duke of Prussia",1.000000,1.000000
"57111ab8a58dae1900cd6c40","What military impact did Huguenot immigration have on Frederick's army?","Huguenots furnished two new regiments","two new regiments",1.000000,1.000000
"5ad271c2d7d075001a429472","In what year was the AltpreuBissche Infantry Regiment No. 13 established?","","(Regiment on foot Varenne)",0.000000,0.000000
"5ad271c2d7d075001a429473","In what year was Frederick William named as the Elector of Brandenburg?","","1685",0.000000,0.000000
"5ad271c2d7d075001a429474","How many Huguenot settled in the Baden territory of Germany?","","4,000",0.000000,0.000000
"5ad271c2d7d075001a429475","How many Huguenot settled in the Lower Saxony territory of Germany?","","1,500",0.000000,0.000000
"5ad271c2d7d075001a429476","How many men were in the AltpreusBische Infantry No. 15?","","Regiment on foot Wylich",0.000000,0.000000
"57111b95a58dae1900cd6c50","What German ruler invited Huguenot immigration?","Frederick William","Frederick William",1.000000,1.000000
"57111b95a58dae1900cd6c51","What German poet was descended from Huguenots?","Theodor Fontane","Theodor Fontane",1.000000,1.000000
"57111b95a58dae1900cd6c52","What German general and fighter pilot was of Huguenot ancestry?","Adolf Galland","Adolf Galland",1.000000,1.000000
"57111b95a58dae1900cd6c53","Who was the final Prime Minister of East Germany?","Lothar de Maizière","Lothar de Maizière",1.000000,1.000000
"57111b95a58dae1900cd6c54","Thomas de Maiziere serves what role in the German cabinet?","Federal Minister of the Interior","Minister of the Interior",1.000000,1.000000
"5ad275ccd7d075001a42950e","Who is one of Frederick Williams' descendants?","","Lothar de Maizière",0.000000,0.000000
"5ad275ccd7d075001a42950f","Who is a descendant of General Hermann von Francois?","","Adolf Galland",0.000000,0.000000
"5ad275ccd7d075001a429510","Which side won the First World War Battle of Tannenberg?","","General Hermann von François",0.000000,0.000000
"5ad275ccd7d075001a429511","What ethnicity was Frederick William, Elector of Brandenburg?","","Huguenots",0.000000,0.000000
"5ad275ccd7d075001a429512","Who was one of Lothar de Maiziere's predecessors?","","Thomas de Maizière",0.000000,0.000000
"5725b33f6a3fe71400b8952d","When did the 1973 oil crisis begin?","October 1973","October 1973",1.000000,1.000000
"5725b33f6a3fe71400b8952e","What was the price of oil in March of 1974?","nearly $12","US$3 per barrel",0.000000,0.000000
"5725b33f6a3fe71400b8952f","When was the second oil crisis?","1979","1979",1.000000,1.000000
"5725b33f6a3fe71400b89530","What was another term used for the oil crisis?","first oil shock","shock",1.000000,1.000000
"5725b33f6a3fe71400b89531","Who proclaimed the oil embargo?","members of the Organization of Arab Petroleum Exporting Countries","Organization of Arab Petroleum Exporting Countries",1.000000,1.000000
"5a38a8d2a4b263001a8c1875","When did OPEC begin?","","October 1973",0.000000,0.000000
"5a38a8d2a4b263001a8c1876","What action did the US begin that started the second oil shock?","","proclaimed an oil embargo",0.000000,0.000000
"5a38a8d2a4b263001a8c1877","What was the price of oil in 1979 before it rose?","","US$3 per barrel",0.000000,0.000000
"5a38a8d2a4b263001a8c1878","What did the price of oil rise to in 1979 globally?","","$12",0.000000,0.000000
"5a38a8d2a4b263001a8c1879","What is the term that describes what  happened in 1979 when the US prices of oil were higher?","","second oil shock",0.000000,0.000000
"5a75028897ca42001a521daf","What month did the oil crisis begin? ","","October",0.000000,0.000000
"5a75028897ca42001a521db0","Who did OAPEC include? ","","Arab members of OPEC plus Egypt and Syria",0.000000,0.000000
"5a75028897ca42001a521db1","What was the oil crisis called","","1973",0.000000,0.000000
"5a75028897ca42001a521db2","What came after this oil crisis? ","","the 1979 oil crisis",0.000000,0.000000
"5a75028897ca42001a521db3","What caused the crisis? ","","The embargo",0.000000,0.000000
"5725b5a689a1e219009abd28","Why did the European nations and Japan separated themselves from United States during the crisis?","to avoid being targeted by the boycott","to avoid being targeted by the boycott",1.000000,1.000000
"5725b5a689a1e219009abd29","How did the Nixon administration negotiate with the uncooperative countries?","They arranged for Israel to pull back from the Sinai Peninsula and the Golan Heights.","multilateral negotiations",1.000000,1.000000
"5725b5a689a1e219009abd2a","On what date did Henry Kissinger negotiate an Israeli troop withdrawal from the Sinai Peninsula?","January 18, 1974,","January 18, 1974",1.000000,1.000000
"5725b5a689a1e219009abd2b","When did the Arab oil producers lift the embargo?","March 1974","March 1974",1.000000,1.000000
"5a38aa28a4b263001a8c187f","How did the crisis impact Arabs?","","lift the embargo",0.000000,0.000000
"5a38aa28a4b263001a8c1880","What did Israel and Syria do to avoid being targeted by the boycott?","","disassociate themselves from United States foreign policy in the Middle East",0.000000,0.000000
"5a38aa28a4b263001a8c1881","What did Arab oil producers link to Japan?","","peace between the belligerents",0.000000,0.000000
"5a38aa28a4b263001a8c1882","What did NATO negotiate?","","Israel to pull back from the Sinai Peninsula and the Golan Heights",0.000000,0.000000
"5a38aa28a4b263001a8c1883","What did Japan lift in March 1974?","","embargo",0.000000,0.000000
"5a7504cb97ca42001a521dc3","What did the oil crisis create a rift within? ","","NATO",0.000000,0.000000
"5a7504cb97ca42001a521dc4","European nations and which country disassociated themselves from the US for this reason? ","","Japan",0.000000,0.000000
"5a7504cb97ca42001a521dc5","Who linked any future policy changes to peace? ","","Arab oil producers",0.000000,0.000000
"5a7504cb97ca42001a521dc6","What negotiations did Nixon Administrations begin?","","multilateral",0.000000,0.000000
"5a7504cb97ca42001a521dc7","Which country was to pull back from the Sinai Peninsula?","","Israel",0.000000,0.000000
"5725b76389a1e219009abd4a","When did the United States withdraw from the Bretton Woods Accord?","On August 15, 1971","August 15, 1971",1.000000,1.000000
"5725b76389a1e219009abd4b","What does it mean when currencies are left to "float?"","to "float" (rise and fall according to market demand)","rise and fall according to market demand",1.000000,1.000000
"5725b76389a1e219009abd4c","Why was there a depreciation of the industrialized nations dollars?","industrialized nations increased their reserves","Because oil was priced in dollars, oil producers' real income decreased",0.000000,0.074074
"5725b76389a1e219009abd4d","When did oil start getting priced in the terms of gold?","In September 1971","September 1971",1.000000,1.000000
"5725b76389a1e219009abd4e","Why did oil start getting priced in terms of gold?","oil was priced in dollars, oil producers' real income decreased","oil producers' real income decreased",0.000000,0.666667
"5a38ab9fa4b263001a8c1889","In what year did OPEC pull out of the Bretton Woods Accord?","","1971",0.000000,0.000000
"5a38ab9fa4b263001a8c188a","What happened to other currencies value when the US abandoned oil?","","depreciation",0.000000,0.000000
"5a38ab9fa4b263001a8c188b","What did Britain do in September 1971?","","floating the pound sterling",0.000000,0.000000
"5a38ab9fa4b263001a8c188c","Why did OPEC dollars depriciate?","","oil producers' real income decreased",0.000000,0.000000
"5a38ab9fa4b263001a8c188d","When was oil priced based on pound sterling?","","September 1971",0.000000,0.000000
"5a75054b97ca42001a521dcd","What did the US withdraw from in 1971? ","","the Bretton Woods Accord",0.000000,0.000000
"5a75054b97ca42001a521dce","What did the US abandon? ","","Gold Exchange Standard",0.000000,0.000000
"5a75054b97ca42001a521dcf","What does the dollar value do? ","","rise and fall according to market demand",0.000000,0.000000
"5a75054b97ca42001a521dd0","What does it mean for the dollar to float? ","","rise and fall according to market demand",0.000000,0.000000
"5a75054b97ca42001a521dd1","When did OPEC  issue a joint communique? ","","September 1971",0.000000,0.000000
"5725b92e38643c19005acbd3","From 1947 to 1967, how much did the price of oil increase?","risen by less than two percent per year","less than two percent per year",1.000000,1.000000
"5725b92e38643c19005acbd4","When did OPEC start to readjust oil prices?","After 1971","After 1971",1.000000,1.000000
"5725b92e38643c19005acbd5","When did oil finally returned to its Bretton Woods levels?","1973–1974","1973–1974",1.000000,1.000000
"5725b92e38643c19005acbd6","The price of oil is usually a stable commodity until when?","Until the oil shock","the oil shock",1.000000,1.000000
"5a38ace7a4b263001a8c1893","How much had the price of gold risen after 1971?","","two percent",0.000000,0.000000
"5a38ace7a4b263001a8c1894","Until the oil shock how had the price of gold been?","","fairly stable",0.000000,0.000000
"5a38ace7a4b263001a8c1895","What happened to Bretton Woods income due to prices not being in sync with the market?","","incomes to Bretton Woods levels",0.000000,0.000000
"5a38ace7a4b263001a8c1896","When did institutional mechanisms finally return to Bretton Woods levels?","","1973–1974",0.000000,0.000000
"5a38ace7a4b263001a8c1897","When did commodities readjust to oil prices?","","After 1971",0.000000,0.000000
"5a7505e497ca42001a521de1","Who was slow to readjust prices? ","","OPEC",0.000000,0.000000
"5a7505e497ca42001a521de2","What years did the dollar price of oil rise by 2% per year? ","","1947 to 1967",0.000000,0.000000
"5a7505e497ca42001a521de3","What happened in 1973-1974?","","substantial price increases",0.000000,0.000000
"5a7505e497ca42001a521de4","Prices remained stable until what?","","the oil shock",0.000000,0.000000
"5725bad5271a42140099d0bd","When did Syria and Egypt launch a surprise attack on Israel?","On October 6, 1973","October 6, 1973",1.000000,1.000000
"5725bad5271a42140099d0be","Who was the world's second largest oil producer?","Iran","Iran",1.000000,1.000000
"5725bad5271a42140099d0bf","How many times more did the other nations have to pay for oil after the surprise attack?","ten times more","ten",1.000000,1.000000
"5725bad5271a42140099d0c0","Which oil producer is a close ally of the United States?","Iran","Iran",1.000000,1.000000
"5725bad5271a42140099d0c1","Why did the Shah of Iran gave an interview?","renewal of hostilities in the Arab–Israeli conflict","the price of oil] is going to rise",0.000000,0.200000
"5a38b07ca4b263001a8c189d","What did Iran do on Yom Kippur on October 6, 1973?","","launched a surprise attack",0.000000,0.000000
"5a38b07ca4b263001a8c189e","Who was the worlds second largest wheat exporter to the middle east?","","Iran",0.000000,0.000000
"5a38b07ca4b263001a8c189f","What did Syria decide that the price of oil should be after the attack?","","ten times more",0.000000,0.000000
"5a38b07ca4b263001a8c18a0","What did Egypt say that Iran increased the price of wheat they sell by?","","300 percent",0.000000,0.000000
"5a38b07ca4b263001a8c18a1","What does Syria sell refined oil for to the middle east?","","petrochemicals",0.000000,0.000000
"5a75066297ca42001a521de9","What happened on October 6, 1973 with Syria and Egypt? ","","launched a surprise attack on Israel",0.000000,0.000000
"5a75066297ca42001a521dea","What holiday did Syria and Egypt launch an attack? ","","Yom Kippur",0.000000,0.000000
"5a75066297ca42001a521deb","Iran was which size oil exporter?","","second-largest",0.000000,0.000000
"5a75066297ca42001a521dec","What was Iran's relationship with the US at this time? ","","close US ally",0.000000,0.000000
"5a75066297ca42001a521ded","How much did they say it was fair to raise the prices? ","","ten times more",0.000000,0.000000
"5725bcb6271a42140099d0eb","Why did OPEC raise the price of oil to $5.11?","In response to American aid to Israel","American aid to Israel",1.000000,1.000000
"5725bcb6271a42140099d0ec","When did they raise the price of oil to $5.11?","October 16, 1973,","October 16, 1973",1.000000,1.000000
"5725bcb6271a42140099d0ed","Why did the oil ministers agree to a cut in oil production?","until their economic and political objectives were met","American aid to Israel",0.000000,0.727273
"5725bcb6271a42140099d0ee","How much was the emergency aid to Israel?","$2.2 billion","$2.2 billion",1.000000,1.000000
"5725bcb6271a42140099d0ef","Why did OPEC block oil deliveries to the United States?","American aid to Israel","a "principal hostile country",0.000000,0.260870
"5a38b29da4b263001a8c18a7","What did Geroge Lenczowski do to the price of oil on October 16, 1973?","","raised",0.000000,0.000000
"5a38b29da4b263001a8c18a8","What did various countries request of Congress?","","$2.2 billion in emergency aid to Israel",0.000000,0.000000
"5a38b29da4b263001a8c18a9","What decision triggered a response from a principal hostile country?","","$2.2 billion",0.000000,0.000000
"5a38b29da4b263001a8c18aa","What was the announcement made immediately by Kuwait?","","embargo oil shipments to the United States",0.000000,0.000000
"5a38b29da4b263001a8c18ab","What did Nixon join on October 20, 1973?","","embargo",0.000000,0.000000
"5a75082a97ca42001a521df3","OPEC did what to the prices of oil on October 16th?","","raised the posted price of oil by 70%",0.000000,0.000000
"5a75082a97ca42001a521df4","What percentage did OPEC raise the price of oil?","","70%",0.000000,0.000000
"5a75082a97ca42001a521df5","What was the price of oil after the raise? ","","$5.11 a barrel",0.000000,0.000000
"5a75082a97ca42001a521df6","Who announced it would embargo oil shipments to the US?","","Libya",0.000000,0.000000
"5a75082a97ca42001a521df7","When did Saudi Arabia join the embargo? ","","October 20, 1973",0.000000,0.000000
"57261dab38643c19005ad037","How much did Saudi Arabia spend on spreading Wahhabism?","over 100 billion dollars","over 100 billion dollars",1.000000,1.000000
"57261dab38643c19005ad038","Which group benefited from the funds distributed by the religious charity, al-Haramain Foundation?","Al-Qaeda and the Taliban","Al-Qaeda and the Taliban",1.000000,1.000000
"57261dab38643c19005ad039","Some of the income went to the purchase of arms which exacerbated political tension especially in which area?","Middle East","Middle East",1.000000,1.000000
"57261dab38643c19005ad03a","What is one of the reason that underdeveloped nations received aid from the oil income?","shrinking Western demand","shrinking Western demand",1.000000,1.000000
"57261dab38643c19005ad03b","What is a fundamentalist interpretation of Islam called?","Wahhabism","Wahhabism",1.000000,1.000000
"5a38b468a4b263001a8c18b1","How much did Saudi Arabia spend on Western demand for oil?","","100 billion dollars",0.000000,0.000000
"5a38b468a4b263001a8c18b2","Some of the export commodities that were used for oil purchases helped create tensions where?","","Middle East",0.000000,0.000000
"5a38b468a4b263001a8c18b3","When did Saudi Arabia spend 100 billion on oil prices?","","decades",0.000000,0.000000
"5a38b468a4b263001a8c18b4","What is a fundamentalist interpretation of al-Haramain called?","","Wahhabism",0.000000,0.000000
"5a38b468a4b263001a8c18b5","What is one reason that Al-Qaeda received aid from Sunni extremists?","","violent",0.000000,0.000000
"57261f9f271a42140099d4a9","What is one of the reason that US production has been held responsible for recessions and lower economic growth?","distribution and price disruptions","price disruptions",0.000000,0.666667
"57261f9f271a42140099d4aa","US is concerned about confrontation of the Middle East with which other country?","USSR","the USSR",1.000000,1.000000
"57261f9f271a42140099d4ab","Scholars stated that there was already an existing settlement between 2 parties prior to which date?","1973","1973",1.000000,1.000000
"57261f9f271a42140099d4ac","Interest groups and government agencies that were concerned with energy were no match for who?","Kissinger","Kissinger's dominance",0.000000,0.666667
"5a38b5bca4b263001a8c18bb","What has the USSR been held responsible for regarding oil?","","recessions",0.000000,0.000000
"5a38b5bca4b263001a8c18bc","What is the US concerned more about than inflation?","","oil",0.000000,0.000000
"5a38b5bca4b263001a8c18bd","What was the Middle East not a match for?","","Kissinger's dominance",0.000000,0.000000
"5a38b5bca4b263001a8c18be","What already existed in the USSR before 1973?","","negotiated settlement",0.000000,0.000000
"5a38b5bca4b263001a8c18bf","What was the USSR and the US more worried about?","","oil",0.000000,0.000000
"5726241189a1e219009ac2de","What has a negative influence over the US economy?","The embargo","The embargo",1.000000,1.000000
"5726241189a1e219009ac2df","On an international level, which industry's competitive positions is affected? ","automobiles","automobiles",1.000000,1.000000
"5726241189a1e219009ac2e0","Which problem consists of both  inflationary and deflationary impacts?","Macroeconomic problems","Macroeconomic",1.000000,1.000000
"5726241189a1e219009ac2e1","The oil crisis caused oil companies to increase oil supplies in which area?","Arctic","the Arctic",1.000000,1.000000
"5726241189a1e219009ac2e2","How long does it take for new areas to have significant oil production?","five to ten years","five to ten years",1.000000,1.000000
"5a38b819a4b263001a8c18c5","What did developing new oil fields have a negative influence on?","","US economy",0.000000,0.000000
"5a38b819a4b263001a8c18c6","How did developing new oil fields influence the US economy?","","usually required five to ten years before significant production",0.000000,0.000000
"5a38b819a4b263001a8c18c7","What did energy security do on an international level?","","price increases changed competitive positions in many industries",0.000000,0.000000
"5a38b819a4b263001a8c18c8","What problem consists of trying to increase oil supplies and threats to US energy security?","","Macroeconomic",0.000000,0.000000
"5a38b819a4b263001a8c18c9","What did macroeconomic problems cause oil companies to search for?","","increase oil supplies",0.000000,0.000000
"5726487b5951b619008f6edd","Which country faced a complete embargo in the EEC?","Netherlands","the Netherlands",1.000000,1.000000
"5726487b5951b619008f6ede","The UK and France had non interruptions in their oil supply as they did not allow which country to use their airfield?","America","America",1.000000,1.000000
"5726487b5951b619008f6edf","Which country is a traditional ally of Israel?","UK","UK",1.000000,1.000000
"5726487b5951b619008f6ee0","Harold WInston's supported which country's during its six day war?","Israel","Israel",1.000000,1.000000
"5726487b5951b619008f6ee1","Who wanted Israel to withdraw from its border?","Ted Heath","Ted Heath",1.000000,1.000000
"5a38b9b3a4b263001a8c18cf","What was the embargo like in Israel?","","not uniform",0.000000,0.000000
"5a38b9b3a4b263001a8c18d0","What did the Netherlands not let America use during the embargo?","","airfields",0.000000,0.000000
"5a38b9b3a4b263001a8c18d1","Who did the EEC support during the Six-Day War?","","Israel",0.000000,0.000000
"5a38b9b3a4b263001a8c18d2","Who is France a traditional ally of?","","Israel",0.000000,0.000000
"5a38b9b3a4b263001a8c18d3","What did Harold Wilson call for Israel to do in 1970?","","withdraw to its pre-1967 borders",0.000000,0.000000
"572649d8f1498d1400e8db36","Which country is not badly hit by the embargo?","UK","the UK",1.000000,1.000000
"572649d8f1498d1400e8db37","What caused UK to have an oil crisis in its own country?","a series of strikes","a series of strikes by coal miners and railroad workers",1.000000,1.000000
"572649d8f1498d1400e8db38","When did the series of strikes happen?","winter of 1973–74","1973–74",1.000000,1.000000
"572649d8f1498d1400e8db39","Name one country that banned boating, driving and flying on Sundays.","Germany","Norway",1.000000,1.000000
"572649d8f1498d1400e8db3a","Which country rationed gasoline and heating gas?","Sweden","Sweden",1.000000,1.000000
"5a38baa2a4b263001a8c18d9","What did the UK ban on Sundays due to the embargo?","","flying, driving and boating",0.000000,0.000000
"5a38baa2a4b263001a8c18da","What was rationed by railroad workers?","","gasoline and heating oil",0.000000,0.000000
"5a38baa2a4b263001a8c18db","What happened in the UK if you used more than your ration of electricity?","","The Netherlands imposed prison sentences",0.000000,0.000000
"5a38baa2a4b263001a8c18dc","What country is not that affected by the change of government?","","the UK",0.000000,0.000000
"5a38baa2a4b263001a8c18dd","What did Heath ask Norway to do over the winter?","","heat only one room in their houses",0.000000,0.000000
"57264cac708984140094c1b3","What made the oil crisis worse in the US?","Price controls","Price controls",1.000000,1.000000
"57264cac708984140094c1b4","Why are newly discovered oil sold at a higher price?","encourage investment","to encourage investment",1.000000,1.000000
"57264cac708984140094c1b5","Why was old oil withdrawn from the market?","Price controls","creating greater scarcity",0.000000,0.000000
"57264cac708984140094c1b7","How was scarcity managed in many countries?","rationing","rationing",1.000000,1.000000
"5a38bbe3a4b263001a8c18e3","Why was old oil sold at a higher price?","","to encourage investment",0.000000,0.000000
"5a38bbe3a4b263001a8c18e4","What happened when new oil was withdrawn from the market?","","Predictably, old oil was withdrawn from the market, creating greater scarcity",0.000000,0.000000
"5a38bbe3a4b263001a8c18e5","What was rationing intended to promote in the market?","","oil exploration",0.000000,0.000000
"5a38bbe3a4b263001a8c18e6","What action was taken to address price controls?","","rationing",0.000000,0.000000
"5a38bbe3a4b263001a8c18e7","How did old oil affect motorists in many countries?","","rationing",0.000000,0.000000
"57264d9edd62a815002e80fe","Who is the first administrator of the Federal Energy Office?","William E. Simon","William E. Simon",1.000000,1.000000
"57264d9edd62a815002e80ff","When was he elected by Nixon?","In 1973","1973",1.000000,1.000000
"57264d9edd62a815002e8100","Why was this short termed organization created?","coordinate the response to the embargo","to coordinate the response to the embargo",1.000000,1.000000
"57264d9edd62a815002e8101","According to the AAA, what is the percentage of the gas stations that ran out of gasoline?","last week of February 1974,","20%",1.000000,1.000000
"5a38bd58a4b263001a8c18ed","What percentage of American gas stations were out of fuel in 1973?","","20%",0.000000,0.000000
"5a38bd58a4b263001a8c18ee","In 1973 what was Nixon named as?","","Federal Energy Office",0.000000,0.000000
"5a38bd58a4b263001a8c18ef","What was the American Automobile Association created to do?","","coordinate the response to the embargo",0.000000,0.000000
"5a38bd58a4b263001a8c18f0","How much oil did Nixon give to states in 1974?","","the same amount of domestic oil",0.000000,0.000000
"5a38bd58a4b263001a8c18f1","What was common in states without population increases?","","lines at gasoline stations",0.000000,0.000000
"57264efddd62a815002e8134","What is the speed limit set to reduce consumption?","55 mph","55 mph",1.000000,1.000000
"57264efddd62a815002e8135","What is the name of the law which imposed the speed limit?","Emergency Highway Energy Conservation Act","Emergency Highway Energy Conservation Act",1.000000,1.000000
"57264efddd62a815002e8136","Which president ended the Emergency Energy Conservation Act?","Bill Clinton","Bill Clinton",1.000000,1.000000
"57264efddd62a815002e8137","When was the National Highway Designated Act signed?","November 28, 1995","November 28, 1995",1.000000,1.000000
"57264efddd62a815002e8138","When was the cabinet-level Energy Department created?","1977","1977",1.000000,1.000000
"5a38bf63a4b263001a8c18f7","What was imposed on November 28 1995 by the Emergency Highway Energy Conservation Act?","","National Highway Designation Act",0.000000,0.000000
"5a38bf63a4b263001a8c18f8","What is the name of the President that imposed the speed limit?","","Bill Clinton",0.000000,0.000000
"5a38bf63a4b263001a8c18f9","What did the Department of Energy end in 1974?","","federal 55 mph (89 km/h) speed limit",0.000000,0.000000
"5a38bf63a4b263001a8c18fa","On Novermber 28, 1995 what did the Department of Energy end?","","the federal 55 mph (89 km/h) speed limit",0.000000,0.000000
"5a38bf63a4b263001a8c18fb","What speed did the National Highway Designation Act prevent you from going beyond?","","89 km/h",0.000000,0.000000
"572650325951b619008f6fa9","What was the catalyst that created greater interest in renewable resources?","energy crisis","The energy crisis",1.000000,1.000000
"572650325951b619008f6faa","There is criticism that the energy policies are expensive quick fixes that ignore which facts?","market and technology realities","market and technology realities",1.000000,1.000000
"572650325951b619008f6fab","Who backed policies that have solutions that sound good but have poor prospects?","congresses and presidents","congresses and presidents",1.000000,1.000000
"5a38c16aa4b263001a8c1901","What kinds of energy did single-shot solutions create interest in?","","renewable energy, nuclear power and domestic fossil fuels",0.000000,0.000000
"5a38c16aa4b263001a8c1902","How have American entrepreneurships been criticized since the crisis?","","crisis-mentality thinking",0.000000,0.000000
"5a38c16aa4b263001a8c1903","What policies have been promoted due to nuclear power?","","expensive quick fixes and single-shot solutions",0.000000,0.000000
"5a38c16aa4b263001a8c1904","What are the results of policies that use renewable energy?","","greater interest",0.000000,0.000000
"5a38c16aa4b263001a8c1905","What have politically correct policies about nuclear power promoted in America?","","expensive quick fixes and single-shot solutions",0.000000,0.000000
"57265200708984140094c237","Which country was thinking about going to war to forcibly take Middle Eastern oil fields?","U.S","the U.S.",1.000000,1.000000
"57265200708984140094c238","Which country was worried that the US would invade the Middle East?","British Prime Minister Edward Heath","British Prime Minister Edward Heath",1.000000,1.000000
"57265200708984140094c239","How long would the invasion of the Middle East have to last in order to develop renewable resources?","10 years","10 years",1.000000,1.000000
"57265200708984140094c23a","Who would the occupation alienate?","Arabs and much of the rest of the Third World","the Arabs",1.000000,1.000000
"5a38c34ea4b263001a8c190b","What action did the US plan to take in 2004 due to rising oil prices?","","forcibly seize Middle Eastern oilfields",0.000000,0.000000
"5a38c34ea4b263001a8c190c","What revealed the intentions of the British in the middle east regarding oil prices in 2004?","","declassified documents",0.000000,0.000000
"5a38c34ea4b263001a8c190d","What had Edward Heath told Lord Cromer about taking action in the middle east?","",""it was no longer obvious to him that the U.S. could not use force."",0.000000,0.000000
"5a38c34ea4b263001a8c190e","What did British Ambassador Lord Cromer order due to his worry about US mid East actions?","","a British intelligence estimate of U.S. intentions",0.000000,0.000000
"5a38c34ea4b263001a8c190f","What would be a Kuwaiti response to US actions be?","","Abu Dhabi",0.000000,0.000000
"57265360dd62a815002e819a","Which country is the most dependent on Arab oil?","Japan","Japan",1.000000,1.000000
